"Source","Target","Type"
"Huw Merriman","3 Apr, more ind votes (No)","Undirected"
"Stephen Metcalfe","3 Apr, more ind votes (No)","Undirected"
"Cat Smith","3 Apr, more ind votes (Aye)","Undirected"
"Mrs Maria Miller","3 Apr, more ind votes (No)","Undirected"
"Nigel Mills","3 Apr, more ind votes (No)","Undirected"
"Anne Milton","3 Apr, more ind votes (No)","Undirected"
"Damien Moore","3 Apr, more ind votes (No)","Undirected"
"Penny Mordaunt","3 Apr, more ind votes (No)","Undirected"
"Anne Marie Morris","3 Apr, more ind votes (No)","Undirected"
"David Morris","3 Apr, more ind votes (No)","Undirected"
"James Morris","3 Apr, more ind votes (No)","Undirected"
"Wendy Morton","3 Apr, more ind votes (No)","Undirected"
"David Mundell","3 Apr, more ind votes (No)","Undirected"
"Melanie Onn","3 Apr, more ind votes (Aye)","Undirected"
"Eleanor Smith","3 Apr, more ind votes (Aye)","Undirected"
"Mrs Sheryll Murray","3 Apr, more ind votes (No)","Undirected"
"Dr Andrew Murrison","3 Apr, more ind votes (No)","Undirected"
"Nigel Adams","3 Apr, more ind votes (No)","Undirected"
"Bim Afolami","3 Apr, more ind votes (No)","Undirected"
"Adam Afriyie","3 Apr, more ind votes (No)","Undirected"
"Peter Aldous","3 Apr, more ind votes (No)","Undirected"
"Lucy Allan","3 Apr, more ind votes (No)","Undirected"
"Sir David Amess","3 Apr, more ind votes (No)","Undirected"
"Stuart Andrew","3 Apr, more ind votes (No)","Undirected"
"Edward Argar","3 Apr, more ind votes (No)","Undirected"
"Laura Smith","3 Apr, more ind votes (Aye)","Undirected"
"Victoria Atkins","3 Apr, more ind votes (No)","Undirected"
"Ian Austin","3 Apr, more ind votes (No)","Undirected"
"Mr Richard Bacon","3 Apr, more ind votes (No)","Undirected"
"Mrs Kemi Badenoch","3 Apr, more ind votes (No)","Undirected"
"Mr Steve Baker","3 Apr, more ind votes (No)","Undirected"
"Harriett Baldwin","3 Apr, more ind votes (No)","Undirected"
"Stephen Barclay","3 Apr, more ind votes (No)","Undirected"
"Mr John Baron","3 Apr, more ind votes (No)","Undirected"
"Sir Kevin Barron","3 Apr, more ind votes (No)","Undirected"
"Sir Henry Bellingham","3 Apr, more ind votes (No)","Undirected"
"Owen Smith","3 Apr, more ind votes (Aye)","Undirected"
"Richard Benyon","3 Apr, more ind votes (No)","Undirected"
"Sir Paul Beresford","3 Apr, more ind votes (No)","Undirected"
"Jake Berry","3 Apr, more ind votes (No)","Undirected"
"Bob Blackman","3 Apr, more ind votes (No)","Undirected"
"Crispin Blunt","3 Apr, more ind votes (No)","Undirected"
"Mr Peter Bone","3 Apr, more ind votes (No)","Undirected"
"Sir Peter Bottomley","3 Apr, more ind votes (No)","Undirected"
"Andrew Bowie","3 Apr, more ind votes (No)","Undirected"
"Ben Bradley","3 Apr, more ind votes (No)","Undirected"
"Karen Bradley","3 Apr, more ind votes (No)","Undirected"
"Karin Smyth","3 Apr, more ind votes (Aye)","Undirected"
"Sir Graham Brady","3 Apr, more ind votes (No)","Undirected"
"Suella Braverman","3 Apr, more ind votes (No)","Undirected"
"Jack Brereton","3 Apr, more ind votes (No)","Undirected"
"Andrew Bridgen","3 Apr, more ind votes (No)","Undirected"
"James Brokenshire","3 Apr, more ind votes (No)","Undirected"
"Fiona Bruce","3 Apr, more ind votes (No)","Undirected"
"Robert Buckland","3 Apr, more ind votes (No)","Undirected"
"Alex Burghart","3 Apr, more ind votes (No)","Undirected"
"Conor Burns","3 Apr, more ind votes (No)","Undirected"
"Alistair Burt","3 Apr, more ind votes (No)","Undirected"
"Alex Sobel","3 Apr, more ind votes (Aye)","Undirected"
"Alun Cairns","3 Apr, more ind votes (No)","Undirected"
"Mr Gregory Campbell","3 Apr, more ind votes (No)","Undirected"
"Mr Ronnie Campbell","3 Apr, more ind votes (No)","Undirected"
"James Cartlidge","3 Apr, more ind votes (No)","Undirected"
"Sir William Cash","3 Apr, more ind votes (No)","Undirected"
"Maria Caulfield","3 Apr, more ind votes (No)","Undirected"
"Alex Chalk","3 Apr, more ind votes (No)","Undirected"
"Rehman Chishti","3 Apr, more ind votes (No)","Undirected"
"Sir Christopher Chope","3 Apr, more ind votes (No)","Undirected"
"Jo Churchill","3 Apr, more ind votes (No)","Undirected"
"Anna Soubry","3 Apr, more ind votes (Aye)","Undirected"
"Colin Clark","3 Apr, more ind votes (No)","Undirected"
"Greg Clark","3 Apr, more ind votes (No)","Undirected"
"Mr Simon Clarke","3 Apr, more ind votes (No)","Undirected"
"James Cleverly","3 Apr, more ind votes (No)","Undirected"
"Sir Geoffrey Clifton-Brown","3 Apr, more ind votes (No)","Undirected"
"Dr Thérèse Coffey","3 Apr, more ind votes (No)","Undirected"
"Damian Collins","3 Apr, more ind votes (No)","Undirected"
"Rosie Cooper","3 Apr, more ind votes (No)","Undirected"
"Robert Courts","3 Apr, more ind votes (No)","Undirected"
"Mr Geoffrey Cox","3 Apr, more ind votes (No)","Undirected"
"John Spellar","3 Apr, more ind votes (Aye)","Undirected"
"Stephen Crabb","3 Apr, more ind votes (No)","Undirected"
"Tracey Crouch","3 Apr, more ind votes (No)","Undirected"
"Chris Davies","3 Apr, more ind votes (No)","Undirected"
"David T. C. Davies","3 Apr, more ind votes (No)","Undirected"
"Glyn Davies","3 Apr, more ind votes (No)","Undirected"
"Mims Davies","3 Apr, more ind votes (No)","Undirected"
"Philip Davies","3 Apr, more ind votes (No)","Undirected"
"Mr David Davis","3 Apr, more ind votes (No)","Undirected"
"Caroline Dinenage","3 Apr, more ind votes (No)","Undirected"
"Leo Docherty","3 Apr, more ind votes (No)","Undirected"
"Dame Caroline Spelman","3 Apr, more ind votes (Aye)","Undirected"
"Nigel Dodds","3 Apr, more ind votes (No)","Undirected"
"Sir Jeffrey M. Donaldson","3 Apr, more ind votes (No)","Undirected"
"Michelle Donelan","3 Apr, more ind votes (No)","Undirected"
"Ms Nadine Dorries","3 Apr, more ind votes (No)","Undirected"
"Steve Double","3 Apr, more ind votes (No)","Undirected"
"Oliver Dowden","3 Apr, more ind votes (No)","Undirected"
"Jackie Doyle-Price","3 Apr, more ind votes (No)","Undirected"
"Richard Drax","3 Apr, more ind votes (No)","Undirected"
"James Duddridge","3 Apr, more ind votes (No)","Undirected"
"David Duguid","3 Apr, more ind votes (No)","Undirected"
"Keir Starmer","3 Apr, more ind votes (Aye)","Undirected"
"Mr Iain Duncan Smith","3 Apr, more ind votes (No)","Undirected"
"Sir Alan Duncan","3 Apr, more ind votes (No)","Undirected"
"Mr Philip Dunne","3 Apr, more ind votes (No)","Undirected"
"Michael Ellis","3 Apr, more ind votes (No)","Undirected"
"Mr Tobias Ellwood","3 Apr, more ind votes (No)","Undirected"
"Charlie Elphicke","3 Apr, more ind votes (No)","Undirected"
"George Eustice","3 Apr, more ind votes (No)","Undirected"
"Mr Nigel Evans","3 Apr, more ind votes (No)","Undirected"
"Sir David Evennett","3 Apr, more ind votes (No)","Undirected"
"Michael Fabricant","3 Apr, more ind votes (No)","Undirected"
"Chris Stephens","3 Apr, more ind votes (Aye)","Undirected"
"Sir Michael Fallon","3 Apr, more ind votes (No)","Undirected"
"Frank Field","3 Apr, more ind votes (No)","Undirected"
"Mark Field","3 Apr, more ind votes (No)","Undirected"
"Caroline Flint","3 Apr, more ind votes (No)","Undirected"
"Vicky Ford","3 Apr, more ind votes (No)","Undirected"
"Kevin Foster","3 Apr, more ind votes (No)","Undirected"
"Dr Liam Fox","3 Apr, more ind votes (No)","Undirected"
"Mr Mark Francois","3 Apr, more ind votes (No)","Undirected"
"Lucy Frazer","3 Apr, more ind votes (No)","Undirected"
"Mike Freer","3 Apr, more ind votes (No)","Undirected"
"Chi Onwurah","3 Apr, more ind votes (Aye)","Undirected"
"Jo Stevens","3 Apr, more ind votes (Aye)","Undirected"
"Mr Marcus Fysh","3 Apr, more ind votes (No)","Undirected"
"Sir Roger Gale","3 Apr, more ind votes (No)","Undirected"
"Mark Garnier","3 Apr, more ind votes (No)","Undirected"
"Mr David Gauke","3 Apr, more ind votes (No)","Undirected"
"Ms Nusrat Ghani","3 Apr, more ind votes (No)","Undirected"
"Nick Gibb","3 Apr, more ind votes (No)","Undirected"
"Dame Cheryl Gillan","3 Apr, more ind votes (No)","Undirected"
"Paul Girvan","3 Apr, more ind votes (No)","Undirected"
"John Glen","3 Apr, more ind votes (No)","Undirected"
"Zac Goldsmith","3 Apr, more ind votes (No)","Undirected"
"Jamie Stone","3 Apr, more ind votes (Aye)","Undirected"
"Mr Robert Goodwill","3 Apr, more ind votes (No)","Undirected"
"Michael Gove","3 Apr, more ind votes (No)","Undirected"
"Luke Graham","3 Apr, more ind votes (No)","Undirected"
"Richard Graham","3 Apr, more ind votes (No)","Undirected"
"Bill Grant","3 Apr, more ind votes (No)","Undirected"
"Mrs Helen Grant","3 Apr, more ind votes (No)","Undirected"
"James Gray","3 Apr, more ind votes (No)","Undirected"
"Chris Grayling","3 Apr, more ind votes (No)","Undirected"
"Chris Green","3 Apr, more ind votes (No)","Undirected"
"Damian Green","3 Apr, more ind votes (No)","Undirected"
"Wes Streeting","3 Apr, more ind votes (Aye)","Undirected"
"Andrew Griffiths","3 Apr, more ind votes (No)","Undirected"
"Mr Paul Sweeney","3 Apr, more ind votes (Aye)","Undirected"
"Jo Swinson","3 Apr, more ind votes (Aye)","Undirected"
"Mark Tami","3 Apr, more ind votes (Aye)","Undirected"
"Alison Thewliss","3 Apr, more ind votes (Aye)","Undirected"
"Gareth Thomas","3 Apr, more ind votes (Aye)","Undirected"
"Nick Thomas-Symonds","3 Apr, more ind votes (Aye)","Undirected"
"Stephen Timms","3 Apr, more ind votes (Aye)","Undirected"
"Kate Osamor","3 Apr, more ind votes (Aye)","Undirected"
"Jon Trickett","3 Apr, more ind votes (Aye)","Undirected"
"Anna Turley","3 Apr, more ind votes (Aye)","Undirected"
"Karl Turner","3 Apr, more ind votes (Aye)","Undirected"
"Stephen Twigg","3 Apr, more ind votes (Aye)","Undirected"
"Liz Twist","3 Apr, more ind votes (Aye)","Undirected"
"Chuka Umunna","3 Apr, more ind votes (Aye)","Undirected"
"Mr Edward Vaizey","3 Apr, more ind votes (Aye)","Undirected"
"Keith Vaz","3 Apr, more ind votes (Aye)","Undirected"
"Valerie Vaz","3 Apr, more ind votes (Aye)","Undirected"
"Thelma Walker","3 Apr, more ind votes (Aye)","Undirected"
"Albert Owen","3 Apr, more ind votes (Aye)","Undirected"
"Tom Watson","3 Apr, more ind votes (Aye)","Undirected"
"Catherine West","3 Apr, more ind votes (Aye)","Undirected"
"Matt Western","3 Apr, more ind votes (Aye)","Undirected"
"Dr Alan Whitehead","3 Apr, more ind votes (Aye)","Undirected"
"Martin Whitfield","3 Apr, more ind votes (Aye)","Undirected"
"Dr Philippa Whitford","3 Apr, more ind votes (Aye)","Undirected"
"Dr Paul Williams","3 Apr, more ind votes (Aye)","Undirected"
"Hywel Williams","3 Apr, more ind votes (Aye)","Undirected"
"Chris Williamson","3 Apr, more ind votes (Aye)","Undirected"
"Phil Wilson","3 Apr, more ind votes (Aye)","Undirected"
"Stephanie Peacock","3 Apr, more ind votes (Aye)","Undirected"
"Pete Wishart","3 Apr, more ind votes (Aye)","Undirected"
"Dr Sarah Wollaston","3 Apr, more ind votes (Aye)","Undirected"
"John Woodcock","3 Apr, more ind votes (Aye)","Undirected"
"Mohammad Yasin","3 Apr, more ind votes (Aye)","Undirected"
"Daniel Zeichner","3 Apr, more ind votes (Aye)","Undirected"
"Ms Diane Abbott","3 Apr, more ind votes (Aye)","Undirected"
"Debbie Abrahams","3 Apr, more ind votes (Aye)","Undirected"
"Rushanara Ali","3 Apr, more ind votes (Aye)","Undirected"
"Heidi Allen","3 Apr, more ind votes (Aye)","Undirected"
"Dr Rosena Allin-Khan","3 Apr, more ind votes (Aye)","Undirected"
"Louise Haigh","No ND, ever (Aye)","Undirected"
"Sir Mark Hendrick","No ND, ever (Aye)","Undirected"
"Mr Adrian Bailey","No ND, ever (Aye)","Undirected"
"Hannah Bardell","No ND, ever (Aye)","Undirected"
"Guto Bebb","No ND, ever (Aye)","Undirected"
"Margaret Beckett","No ND, ever (Aye)","Undirected"
"Hilary Benn","No ND, ever (Aye)","Undirected"
"Luciana Berger","No ND, ever (Aye)","Undirected"
"Mr Clive Betts","No ND, ever (Aye)","Undirected"
"Mhairi Black","No ND, ever (Aye)","Undirected"
"Ian Blackford","No ND, ever (Aye)","Undirected"
"Kirsty Blackman","No ND, ever (Aye)","Undirected"
"Drew Hendry","No ND, ever (Aye)","Undirected"
"Dr Roberta Blackman-Woods","No ND, ever (Aye)","Undirected"
"Paul Blomfield","No ND, ever (Aye)","Undirected"
"Tracy Brabin","No ND, ever (Aye)","Undirected"
"Mr Ben Bradshaw","No ND, ever (Aye)","Undirected"
"Tom Brake","No ND, ever (Aye)","Undirected"
"Kevin Brennan","No ND, ever (Aye)","Undirected"
"Deidre Brock","No ND, ever (Aye)","Undirected"
"Alan Brown","No ND, ever (Aye)","Undirected"
"Lyn Brown","No ND, ever (Aye)","Undirected"
"Mr Nicholas Brown","No ND, ever (Aye)","Undirected"
"Mike Hill","No ND, ever (Aye)","Undirected"
"Chris Bryant","No ND, ever (Aye)","Undirected"
"Ms Karen Buck","No ND, ever (Aye)","Undirected"
"Richard Burden","No ND, ever (Aye)","Undirected"
"Richard Burgon","No ND, ever (Aye)","Undirected"
"Dawn Butler","No ND, ever (Aye)","Undirected"
"Liam Byrne","No ND, ever (Aye)","Undirected"
"Sir Vince Cable","No ND, ever (Aye)","Undirected"
"Ruth Cadbury","No ND, ever (Aye)","Undirected"
"Dr Lisa Cameron","No ND, ever (Aye)","Undirected"
"Sir Alan Campbell","No ND, ever (Aye)","Undirected"
"Meg Hillier","No ND, ever (Aye)","Undirected"
"Dan Carden","No ND, ever (Aye)","Undirected"
"Mr Alistair Carmichael","No ND, ever (Aye)","Undirected"
"Sarah Champion","No ND, ever (Aye)","Undirected"
"Douglas Chapman","No ND, ever (Aye)","Undirected"
"Jenny Chapman","No ND, ever (Aye)","Undirected"
"Joanna Cherry","No ND, ever (Aye)","Undirected"
"Mr Kenneth Clarke","No ND, ever (Aye)","Undirected"
"Ann Clwyd","No ND, ever (Aye)","Undirected"
"Vernon Coaker","No ND, ever (Aye)","Undirected"
"Ann Coffey","No ND, ever (Aye)","Undirected"
"Wera Hobhouse","No ND, ever (Aye)","Undirected"
"Julie Cooper","No ND, ever (Aye)","Undirected"
"Rosie Cooper","No ND, ever (Aye)","Undirected"
"Yvette Cooper","No ND, ever (Aye)","Undirected"
"Jeremy Corbyn","No ND, ever (Aye)","Undirected"
"Ronnie Cowan","No ND, ever (Aye)","Undirected"
"Neil Coyle","No ND, ever (Aye)","Undirected"
"Sir David Crausby","No ND, ever (Aye)","Undirected"
"Angela Crawley","No ND, ever (Aye)","Undirected"
"Mary Creagh","No ND, ever (Aye)","Undirected"
"Stella Creasy","No ND, ever (Aye)","Undirected"
"Dame Margaret Hodge","No ND, ever (Aye)","Undirected"
"Jon Cruddas","No ND, ever (Aye)","Undirected"
"John Cryer","No ND, ever (Aye)","Undirected"
"Judith Cummins","No ND, ever (Aye)","Undirected"
"Alex Cunningham","No ND, ever (Aye)","Undirected"
"Mr Jim Cunningham","No ND, ever (Aye)","Undirected"
"Janet Daby","No ND, ever (Aye)","Undirected"
"Nic Dakin","No ND, ever (Aye)","Undirected"
"Sir Edward Davey","No ND, ever (Aye)","Undirected"
"Wayne David","No ND, ever (Aye)","Undirected"
"Geraint Davies","No ND, ever (Aye)","Undirected"
"Mrs Sharon Hodgson","No ND, ever (Aye)","Undirected"
"Martyn Day","No ND, ever (Aye)","Undirected"
"Marsha De Cordova","No ND, ever (Aye)","Undirected"
"Gloria De Piero","No ND, ever (Aye)","Undirected"
"Thangam Debbonaire","No ND, ever (Aye)","Undirected"
"Emma Dent Coad","No ND, ever (Aye)","Undirected"
"Mr Tanmanjeet Singh Dhesi","No ND, ever (Aye)","Undirected"
"Martin Docherty-Hughes","No ND, ever (Aye)","Undirected"
"Anneliese Dodds","No ND, ever (Aye)","Undirected"
"Stephen Doughty","No ND, ever (Aye)","Undirected"
"Peter Dowd","No ND, ever (Aye)","Undirected"
"Kate Hollern","No ND, ever (Aye)","Undirected"
"Dr David Drew","No ND, ever (Aye)","Undirected"
"Jack Dromey","No ND, ever (Aye)","Undirected"
"Rosie Duffield","No ND, ever (Aye)","Undirected"
"Maria Eagle","No ND, ever (Aye)","Undirected"
"Ms Angela Eagle","No ND, ever (Aye)","Undirected"
"Jonathan Edwards","No ND, ever (Aye)","Undirected"
"Clive Efford","No ND, ever (Aye)","Undirected"
"Julie Elliott","No ND, ever (Aye)","Undirected"
"Dame Louise Ellman","No ND, ever (Aye)","Undirected"
"Chris Elmore","No ND, ever (Aye)","Undirected"
"Stewart Hosie","No ND, ever (Aye)","Undirected"
"Bill Esterson","No ND, ever (Aye)","Undirected"
"Chris Evans","No ND, ever (Aye)","Undirected"
"Paul Farrelly","No ND, ever (Aye)","Undirected"
"Tim Farron","No ND, ever (Aye)","Undirected"
"Marion Fellows","No ND, ever (Aye)","Undirected"
"Frank Field","No ND, ever (Aye)","Undirected"
"Jim Fitzpatrick","No ND, ever (Aye)","Undirected"
"Colleen Fletcher","No ND, ever (Aye)","Undirected"
"Caroline Flint","No ND, ever (Aye)","Undirected"
"Yvonne Fovargue","No ND, ever (Aye)","Undirected"
"Mr George Howarth","No ND, ever (Aye)","Undirected"
"Vicky Foxcroft","No ND, ever (Aye)","Undirected"
"James Frith","No ND, ever (Aye)","Undirected"
"Gill Furniss","No ND, ever (Aye)","Undirected"
"Hugh Gaffney","No ND, ever (Aye)","Undirected"
"Mike Gapes","No ND, ever (Aye)","Undirected"
"Barry Gardiner","No ND, ever (Aye)","Undirected"
"Ruth George","No ND, ever (Aye)","Undirected"
"Stephen Gethins","No ND, ever (Aye)","Undirected"
"Patricia Gibson","No ND, ever (Aye)","Undirected"
"Preet Kaur Gill","No ND, ever (Aye)","Undirected"
"Fabian Hamilton","No ND, ever (Aye)","Undirected"
"Dr Rupa Huq","No ND, ever (Aye)","Undirected"
"Mary Glindon","No ND, ever (Aye)","Undirected"
"Mr Roger Godsiff","No ND, ever (Aye)","Undirected"
"Helen Goodman","No ND, ever (Aye)","Undirected"
"Patrick Grady","No ND, ever (Aye)","Undirected"
"Peter Grant","No ND, ever (Aye)","Undirected"
"Neil Gray","No ND, ever (Aye)","Undirected"
"Kate Green","No ND, ever (Aye)","Undirected"
"Justine Greening","No ND, ever (Aye)","Undirected"
"Lilian Greenwood","No ND, ever (Aye)","Undirected"
"Margaret Greenwood","No ND, ever (Aye)","Undirected"
"Imran Hussain","No ND, ever (Aye)","Undirected"
"Mr Dominic Grieve","No ND, ever (Aye)","Undirected"
"Nia Griffith","No ND, ever (Aye)","Undirected"
"John Grogan","No ND, ever (Aye)","Undirected"
"Mr Sam Gyimah","No ND, ever (Aye)","Undirected"
"Lisa Nandy","No ND, ever (Aye)","Undirected"
"Gavin Newlands","No ND, ever (Aye)","Undirected"
"Alex Norris","No ND, ever (Aye)","Undirected"
"Brendan O'Hara","No ND, ever (Aye)","Undirected"
"Jared O'Mara","No ND, ever (Aye)","Undirected"
"Fiona Onasanya","No ND, ever (Aye)","Undirected"
"Christine Jardine","No ND, ever (Aye)","Undirected"
"Melanie Onn","No ND, ever (Aye)","Undirected"
"Chi Onwurah","No ND, ever (Aye)","Undirected"
"Kate Osamor","No ND, ever (Aye)","Undirected"
"Albert Owen","No ND, ever (Aye)","Undirected"
"Stephanie Peacock","No ND, ever (Aye)","Undirected"
"Teresa Pearce","No ND, ever (Aye)","Undirected"
"Matthew Pennycook","No ND, ever (Aye)","Undirected"
"Toby Perkins","No ND, ever (Aye)","Undirected"
"Jess Phillips","No ND, ever (Aye)","Undirected"
"Bridget Phillipson","No ND, ever (Aye)","Undirected"
"Dan Jarvis","No ND, ever (Aye)","Undirected"
"Laura Pidcock","No ND, ever (Aye)","Undirected"
"Jo Platt","No ND, ever (Aye)","Undirected"
"Luke Pollard","No ND, ever (Aye)","Undirected"
"Stephen Pound","No ND, ever (Aye)","Undirected"
"Lucy Powell","No ND, ever (Aye)","Undirected"
"Yasmin Qureshi","No ND, ever (Aye)","Undirected"
