"Source","Target","Type","Weight","CountEither","CountBoth"
3470,3540,"Undirected",0.0326633165829146,398,13
3080,3331,"Undirected",0.754491017964072,334,252
3071,3331,"Undirected",0.00180505415162455,554,1
3070,3331,"Undirected",0.75975975975976,333,253
3101,3331,"Undirected",0.0145719489981785,549,8
3100,3331,"Undirected",0.736526946107784,334,246
3091,3331,"Undirected",0.0108303249097473,554,6
3090,3331,"Undirected",0.741741741741742,333,247
3121,3331,"Undirected",0.0212389380530973,565,12
3120,3331,"Undirected",0.745398773006135,326,243
3111,3331,"Undirected",0.00549450549450549,546,3
3110,3331,"Undirected",0.744744744744745,333,248
3131,3331,"Undirected",0.788819875776398,322,254
2921,3331,"Undirected",0.0842911877394636,261,22
2920,3331,"Undirected",0.357030015797788,633,226
2931,3331,"Undirected",0.739622641509434,265,196
2930,3331,"Undirected",0.0968253968253968,630,61
2961,3331,"Undirected",0.0107334525939177,559,6
2960,3331,"Undirected",0.753753753753754,333,251
3320,3331,"Undirected",0.782608695652174,322,252
3311,3331,"Undirected",0.0107334525939177,559,6
3310,3331,"Undirected",0.765957446808511,329,252
3081,3330,"Undirected",0.128712871287129,303,39
3080,3330,"Undirected",0.00961538461538462,624,6
3071,3330,"Undirected",0.938511326860841,309,290
3070,3330,"Undirected",0.00961538461538462,624,6
3101,3330,"Undirected",0.860681114551084,323,278
3100,3330,"Undirected",0.0212765957446809,611,13
3091,3330,"Undirected",0.8875,320,284
3090,3330,"Undirected",0.0212765957446809,611,13
3121,3330,"Undirected",0.893292682926829,328,293
3120,3330,"Undirected",0.00988467874794069,607,6
3111,3330,"Undirected",0.870662460567823,317,276
3110,3330,"Undirected",0.0195758564437194,613,12
3131,3330,"Undirected",0.00649350649350649,616,4
3130,3330,"Undirected",0.942122186495177,311,293
2920,3330,"Undirected",0.505,600,303
2931,3330,"Undirected",0.00198412698412698,504,1
2930,3330,"Undirected",0.689655172413793,435,300
2961,3330,"Undirected",0.939490445859873,314,295
2960,3330,"Undirected",0.00964630225080386,622,6
3321,3330,"Undirected",0.302631578947368,304,92
3320,3330,"Undirected",0.00815660685154975,613,5
3311,3330,"Undirected",0.951923076923077,312,297
3310,3330,"Undirected",0.00969305331179321,619,6
